2025-09-03 21:44:27 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/363.0.743255906 Mobile/15E148 Safari/604.1
2025-09-03 21:48:30 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36 Edg/135.0.0.0
2025-09-03 21:48:31 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:48:31 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:48:31 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:50:54 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:137.0) Gecko/20100101 Firefox/137.0
2025-09-03 21:50:55 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:50:55 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:50:55 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:50:57 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 21:50:57 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:50:57 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:50:57 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:50:59 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:50:59 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:50:59 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:50:59 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:00 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:51:00 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:00 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:00 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:01 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.53 Mobile/15E148 Safari/604.1
2025-09-03 21:51:01 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:01 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:01 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:51:03 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/47.0.4114.1522 Mobile Safari/537.36
2025-09-03 21:51:03 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:03 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:03 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:51:05 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1
2025-09-03 21:51:06 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:06 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:06 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:51:08 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-09-03 21:51:08 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:08 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:08 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:09 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1
2025-09-03 21:51:09 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:09 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:09 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:51:11 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 21:51:11 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:11 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:11 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:12 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.4779.1118 Mobile Safari/537.36
2025-09-03 21:51:12 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:12 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:12 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:13 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-09-03 21:51:13 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:13 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:13 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:51:15 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0.1 Mobile/15E148 Safari/604.1
2025-09-03 21:51:16 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:16 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:16 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:17 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0
2025-09-03 21:51:17 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:17 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:17 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:51:18 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/363.0.743255906 Mobile/15E148 Safari/604.1
2025-09-03 21:51:18 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:51:18 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:51:18 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:53:34 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36
2025-09-03 21:53:34 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:53:34 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:53:47 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36
2025-09-03 21:53:47 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:53:47 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:53:48 | WARNING  | MainThread | [DEBUG] Attente de None secondes avant la prochaine tentative...
2025-09-03 21:53:57 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Macintosh; Intel Mac OS X 13_5_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15
2025-09-03 21:53:58 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:53:58 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:53:58 | WARNING  | MainThread | [DEBUG] Attente de 1 secondes avant la prochaine tentative...
2025-09-03 21:53:59 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
2025-09-03 21:53:59 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:53:59 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:53:59 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:54:01 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36
2025-09-03 21:54:01 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:54:01 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:54:01 | WARNING  | MainThread | [DEBUG] Attente de 4 secondes avant la prochaine tentative...
2025-09-03 21:54:05 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
2025-09-03 21:54:05 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:54:05 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:54:05 | WARNING  | MainThread | [DEBUG] Attente de 8 secondes avant la prochaine tentative...
2025-09-03 21:54:13 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 14; SM-G998B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Mobile Safari/537.36
2025-09-03 21:54:13 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:54:13 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:54:13 | WARNING  | MainThread | [DEBUG] Attente de 16 secondes avant la prochaine tentative...
2025-09-03 21:55:35 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1
2025-09-03 21:55:36 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:55:36 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:55:36 | WARNING  | MainThread | [DEBUG] Attente de 2 secondes avant la prochaine tentative...
2025-09-03 21:55:38 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:125.0) Gecko/20100101 Firefox/125.0
2025-09-03 21:55:40 | WARNING  | MainThread | [IMPORT] Erreur de réseau ou 429 détecté pour 'casque': 'headers'
2025-09-03 21:55:40 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 21:55:40 | WARNING  | MainThread | [DEBUG] Attente de 3 secondes avant la prochaine tentative...
2025-09-03 22:01:53 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0
2025-09-03 22:02:01 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:02:01 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:02:17 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 22:02:20 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:02:20 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:02:20 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:02:30 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 22:02:33 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:02:33 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:02:33 | WARNING  | MainThread | [DEBUG] Attente de 20 secondes avant la prochaine tentative...
2025-09-03 22:03:31 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Mobile Safari/537.36
2025-09-03 22:03:34 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:03:34 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:03:34 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:03:54 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 22:04:00 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:04:00 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:04:00 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:04:10 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 8.0; Pixel 2 Build/OPD3.170816.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2317.1361 Mobile Safari/537.36
2025-09-03 22:04:12 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:04:12 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:04:12 | WARNING  | MainThread | [DEBUG] Attente de 20 secondes avant la prochaine tentative...
2025-09-03 22:04:33 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36
2025-09-03 22:04:36 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': Extra data: line 1 column 4 (char 3)
2025-09-03 22:04:36 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:04:36 | WARNING  | MainThread | [DEBUG] Attente de 30 secondes avant la prochaine tentative...
2025-09-03 22:06:22 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0
2025-09-03 22:06:25 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:06:25 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:06:25 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:06:35 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 22:07:08 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/135.0.7049.83 Mobile/15E148 Safari/604.1
2025-09-03 22:07:12 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:07:12 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:07:12 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:07:47 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1
2025-09-03 22:07:50 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:07:51 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:07:51 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:08:01 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 22:08:04 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:08:04 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:08:04 | WARNING  | MainThread | [DEBUG] Attente de 20 secondes avant la prochaine tentative...
2025-09-03 22:13:30 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.4 Mobile/15E148 Safari/604.1
2025-09-03 22:13:36 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:13:42 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36
2025-09-03 22:13:55 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15
2025-09-03 22:14:28 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3.1 Mobile/15E148 Safari/604.1
2025-09-03 22:14:42 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:14:42 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:14:42 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
2025-09-03 22:14:53 | WARNING  | MainThread | [DEBUG] User-Agent utilisé : Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0
2025-09-03 22:15:09 | WARNING  | MainThread | [IMPORT] Erreur ou 429 détecté pour 'casque': 'NoneType' object has no attribute 'startswith'
2025-09-03 22:15:09 | WARNING  | MainThread | -> Tentative de changement de VPN + pause avant retry...
2025-09-03 22:15:09 | WARNING  | MainThread | [DEBUG] Attente de 10 secondes avant la prochaine tentative...
